sentence,label
"In the current context, falling real wages and the decline in quality of life amidst the economic 
and financial uncertainties due to the contraction 
in the economy have prompted Sri Lankans to migrate.",Unemployment
"The longstanding structural issues of 
the country, which have severely weakened the 
institutional infrastructure in the areas of healthcare, law enforcement, government administration, public transport, etc., have also contributed to the 
deterioration of socio-economic conditions.",Unemployment
"The 
large outward migration of workers disrupts business activity and such loss of expertise creates the need 
to continuously train new employees, which requires 
substantial time and resources, leading to a loss of capacity and output over the short term.",Unemployment
"In fact, 
some studies have quantified the logistical cost of 
recruiting and training new employees itself to be over 20 per cent of the cost due to the output lost until new employees are trained to an optimal level.",Unemployment
"8  
The long term impact of large skilled migration 
could be substantial due to the loss of productivity 
in the country, especially considering the overall ageing population.",International Trade
"Literature also identifies positive 
spillovers of brain drain, particularly due to improved 
networks, skill transfer, and remittances.",International Trade
"9  However, 
in the Sri Lankan context, costs may outweigh such 
8 Oxford Economics, (2014).",Unclassified
"The cost of brain drain: understanding the financial impact of 
staff turnover , February [Online] (Accessed 22 March 2023). 9 Docquier, F . and Rapoport, H., (2012). Globalization, brain drain, and development.",Unemployment
The economic consequences of ‘brain drain’ of the best and brightest: Microeconomic evidence from five countries.,International Trade
"Most individuals, who migrated over the 
recent past, have been internationally employable and highly qualified personnel with substantial entrepreneurial capacity, and therefore, in some instances, their migration may result in the relocation or closure of entire businesses, including some 
export businesses.",International Trade
"As a result, the economic cost 
of such outward migration may far outweigh the loss of direct contribution of respective individuals.",International Trade
"In the public sector, the unavailability of professionals can have multifaceted implications in the periods ahead as it adds to the lacuna of skills which can thereby exacerbate the low levels of efficiency in many such institutions.",International Trade
"The recent changes introduced in the public sector, such as allowing government employees to obtain no-pay leave to undertake foreign employment, could further exacerbate these issues, though they could vary substantially depending on the institution and level of skills and expertise of the migrants.",International Trade
"In addition to the economic cost due to the loss of contribution of these workers, the country also bears significant losses due to inadequate returns on investment made on free provisioning of education and healthcare.",Unemployment
"Although there are deficiencies in many areas, Sri Lanka is among a small group of countries in the world 
that provides free education to its citizens until the 
university level.",Fiscal Policy
"However, the country has not been 
able to reap the full benefits of this large investment, 
for which brain drain is also a major contributing 
factor.",International Trade
"Amid these issues, several short term 
measures have been adopted by certain sectors 
to retain their employees, such as pay hikes and 
other benefits including flexible working conditions,  
non-cash benefits to reduce the tax burden, inflation 
linked wages, and US dollar linked wages, among 
others.",Unemployment
"Such short term measures to address the 
prevailing economic crisis could be helpful.",Monetary Policy
"However, 
rectifying longstanding structural weaknesses in the economy which affect the quality of life, including the creation of sustained growth, will be essential to putting an end to the brain drain phenomenon that",Inflation
"49
ECONOMIC, PRICE AND FINANCIAL SYSTEM STABILITY, OUTLOOK AND POLICIES
1has accelerated during the last year.",GDP Growth
"Moreover, the 
Government could explore the possibility of opening 
up the country for foreign skilled professionals for 
needy sectors in the near term to support economic 
activity amidst mass migration.",International Trade
"Coupled with such 
attempts, targeted measures, such as special benefit schemes and research funding to qualified 
personnel, could motivate migrant professionals to 
return to the country.",Unemployment
"The micro, Small and medium scale 
Enterprises (mSmE) sector has been among the most affected sectors in the economy during the recent and ongoing economic crises, stressing 
the importance of improving the resilience of 
the sector for overall economic development and welfare.",Fiscal Policy
"The MSME sector, which is the 
backbone of the Sri Lankan economy, has endured 
numerous challenges over the past several years 
with consecutive adverse events, such as the Easter 
Sunday attacks in 2019, the COVID-19 pandemic in 2020 and 2021, and the subsequent economic crisis 
in 2022.",GDP Growth
"Activity of MSMEs that operate in a wide 
range of segments was critically impacted by reduced 
demand amidst uncertainties, rising inflation and 
wages, a depreciated exchange rate, unavailability of raw materials, interruptions to power and other 
utilities, and heightened financing costs, among 
others.",Inflation
"As a result, national output, employment and 
livelihoods were severely affected, raising the need 
for the implementation of urgent remedial measures 
to support MSMEs through this difficult period.",Unemployment
"Several measures, such as offering concessions on the loans obtained and the granting of debt moratoria, 
were provided to the sector to temporarily overcome 
the cashflow challenges.",Monetary Policy
"However, lasting solutions 
are essential to enhance the capacity and resilience 
of MSMEs to weather unfavourable financial and 
economic conditions.",Fiscal Policy
"Accordingly, the setting up 
of a Credit Guarantee Institution (CGI), which was identified as an essential requirement to serve the 
funding considerations of MSMEs, has reached its final stages and the expeditious establishment 
is expected.",Monetary Policy
"Once the CGI is in operation, funding constraints of MSMEs are expected to ease notably going forward, while participating financial institutions will also be encouraged to lend to MSMEs as the associated credit risk will be shared.",Monetary Policy
"In addition, 
banks and other financial institutions are also 
expected to identify MSMEs as a priority sector in their lending operations, which would avail funding for the sector.",Monetary Policy
"In order to support local MSMEs to become large scale enterprises, relevant authorities should make use of existing international relations and take advantage of Free Trade Agreements (FTAs), thereby paving the way for MSMEs to integrate into global value chains as well as trade internationally.",International Trade
Such opportunities would not only help them attain global standards but would also contribute towards enhancing foreign exchange inflows to the country.,International Trade
"To support this endeavour, steps should be taken to enhance the financial and technical  
know-how, while also building skills and capacity to use e-commerce technologies, which open the gateway to the world market.",Monetary Policy
"Also, in order to foster growth in the MSME sector, the Government and relevant authorities should create an entrepreneurially enabling environment and ecosystem by way of 
easing rules, regulations, and bureaucratic red tape.",Fiscal Policy
"While the above initiatives would assist MSMEs to 
build resilience, overcome the challenges posed by 
unfavourable socio-economic developments, and 
prosper as useful business entities that contribute 
to the betterment of Sri Lanka, a blanket approach 
to implementing the same may be suboptimal.",Fiscal Policy
"Therefore, a mechanism should be in place to identify 
and recognise affected MSMEs that display potential 
and contribute positively to the economy, from those 
that are unviable and less productive, so that support 
could be targeted to useful MSMEs, as assisting the 
unviable ones would be unhealthy and costly.",Fiscal Policy
"Further, it is imperative that insolvency laws are established and further strengthened, particularly in relation to the MSME sector, among others.",Fiscal Policy
"50
CENTRAL BANK OF SRI LANKA  | ANNUAL REPORT 2022
1The downward rigidity in domestic prices of 
imported goods remains a concern in lowering 
the domestic cost of living, considering the disproportionate increase in prices of imported items in the recent past.",Inflation
"Over the past year or so, prices of several food and non-food items, which have 
closely been driven by prices of petroleum oil, gas, 
and other imported goods, increased sharply due to immediate and more than complete transmission of price increases of global commodity prices and local currency depreciation.",Inflation
"However, the reduction in global prices, reduction in costs of logistics and adjustments in operational costs, and the recent improvement in the exchange rate have not been fully reflected in the imported prices of goods and services even with a reasonable lag.",Unclassified
"The uncertainty prevailing over the current economic conditions of the country could be a major contributory factor for this apparent downward stickiness of prices, where merchants may be reluctant to adjust prices due to factors such as high costs of old inventories, pre-agreed contracts, limited confidence over policy direction and concerns over the sustainability of positive developments, and partly to offset the revenue losses related to lower demand.",Monetary Policy
"Nevertheless, inflated prices of some import related goods and services need to be 
adjusted downwards along with the return of stability 
in overall economic conditions if the economy is to 
derive full benefits of the same.",Inflation
"Such adjustments 
would be beneficial for all parties since the demand 
conditions would also be normalised with appropriate 
movements of prices.",Inflation
"Meanwhile, the adjustment of 
energy prices, which is a primary channel through 
which global price developments are transmitted 
to the domestic economy, is an essential factor in 
this regard.",Inflation
"Alignment of domestic energy prices 
with global prices and transparent adjustment to 
prices, as it happens at present, would help ensure 
that domestic energy prices remain predictable.",Inflation
"This would aid businesses to confidently plan their future costs, leading to stability in overall price levels, thereby reducing the risk of unexpected inflationary pressures, and contributing to managing inflation 
expectations.",Inflation
"Further, producing robust inflation 
projections is vital to set the inflation targets and 
support monetary policy decisions under the FIT 
of the Central Bank.",Monetary Policy
"Since these projections are 
often conditional on global price movements, a proper reflection of global price trends in domestic 
prices is crucial to limit policy errors.",Monetary Policy
"In view of the 
above, relevant authorities, including the authorities 
involved with domestic energy price adjustments and 
other regulatory authorities, such as the Consumer Affairs Authority, among others, are required to be 
vigilant about imported prices of goods where fair 
passthrough of downward price adjustments needs 
to take place.",Inflation
"Such passthrough will help reduce the 
high cost of living with a faster disinflation process as 
anticipated.",Inflation
"The lingering impacts of the deepened 
economic crisis on the welfare of the citizens of Sri lanka have been significant, underscoring 
the urgent need to reformulate policy strategies to ensure the welfare of the most vulnerable 
groups.",Inflation
"The burden of the economic crisis has 
fallen disproportionately.",Fiscal Policy
"Living conditions of the vulnerable population have deteriorated to a greater 
extent through various channels, including the loss of livelihoods and the acceleration of inflation, 
among others.",Unemployment
"The updated national poverty line for 
Sri Lanka surged to Rs.",Unclassified
"13,777 in 2022, registering 
an annual increase of 74 per cent.",Inflation
"This surge 
implies that the costs of necessities in the form of 
basic food, clothing, and shelter have risen, resulting 
in an increase in the minimum monthly expenditure 
per person.",Inflation
"According to the remote household food 
security survey of the World Food Programme, 85 per cent of the population was estimated to be relying 
on livelihood based coping strategies, such as 
borrowing money, reducing spending on education 
and health, spending savings, or deferring due debt 
payments.",Unemployment
Whilst a larger share of employment is occupied in the informal sector and 14.3 per cent,Unclassified
"51
ECONOMIC, PRICE AND FINANCIAL SYSTEM STABILITY, OUTLOOK AND POLICIES
1of the population is living below the poverty line, 
the brunt of the crisis is likely to be devastating and causing broad based driving of people into poverty.",Unemployment
"Also, the current crisis widens the socio-economic inequalities among population groups, spurring generational poverty.",Unemployment
"This is because as households 
become poorer, lower wealth accumulation 
negatively affects the education and healthcare that these households avail which in turn affects their future income generating capacity, thereby creating a vicious cycle.",Unemployment
"In this context, although the Government has taken several measures to safeguard vulnerable communities in the population and to avoid further worsening of poverty levels by increasing subsidy levels under the prevailing social safety net programmes and providing cash and in-kind grants with the support of international financing agencies, among others, the efficiency of such programmes has been challenged due to their weak targeting.",Fiscal Policy
"While vulnerable communities as well as groups on the edge of poverty in the country, continued to grapple with income losses since the onset of the pandemic, the delay in recognising new poverty pockets in the population, who are desperate in need of government assistance, due to the absence of a reliable updated database, have 
resulted in inefficient allocation of limited fiscal funds 
and foreign assistance.",Fiscal Policy
"Therefore, it is vital to expedite 
the measures that have already been implemented 
under the Welfare Benefit Board to develop a registry 
of needy people without further delay to ensure 
that assistance reaches the intended beneficiaries 
in time.",Fiscal Policy
"Meanwhile, with the completion of reforms 
in relation to Social Safety Nets (SSN) under the 
IMF-EFF arrangement, including operationalising 
of the Welfare Benefit Board, developing eligibility 
criteria along with the ongoing efforts to develop 
a social registry as well as the introduction of new 
welfare benefit payment scheme are expected to support vulnerable people from the impact of the economic crisis and policy adjustments.",Fiscal Policy
"Under this, the Government’s commitment to operationalising reforms, such as obtaining Parliamentary approval for the welfare benefits payment system and eligibility criteria by May 2023 and its plan to expand spending floor on SSN would be vital in alleviating poverty on a long term basis.",Fiscal Policy
"While pursuing these reforms, enforcement of a government led 
multisectoral policy approach with the collaboration 
of all the stakeholders of the economy remains important in eradicating poverty, thereby assuring the equitable benefits of future growth prospects to all the segments of the population.",Fiscal Policy
"Further, the recent initiatives taken by the Government with the collaboration of the Department of Census and Statistics to conduct a household survey on the impact of the economic crisis are commendable in this regard, which is expected to deliver a proper assessment of the vulnerabilities of the families.",Fiscal Policy
"Such databases and survey findings would enable effectiveness of policy interventions on poverty eradication through the improved quality, adequacy, and timeliness of data, thereby strengthening evidence based informed policy decisions in the future, and improvements to existing social safety net mechanisms also remain important.",Fiscal Policy
"Under this, the digitalisation of subsidy distribution mechanism, via the introduction of digital banking systems, 
payment cards as well as digital identity options 
would support to minimise inefficiencies and possible 
leakages in welfare payments.",Fiscal Policy
"Further, in the midst 
of the Government’s expenditure rationalisation 
drive, a holistic assessment of existing poverty 
eradication strategies is required to improve the 
efficacy of expenditure.",Fiscal Policy
"Such an assessment 
can help identify areas in which the Government 
may seek collaborations with the private sector 
and relevant multilateral organisations.",Fiscal Policy
"Poverty 
eradication efforts should also comprise other 
multisector interventions, such as the promotion of 
value additions in the agriculture sector, expanding education opportunities for poor and vulnerable groups to ensure future income opportunities, promoting livelihood development programmes",Fiscal Policy
"52
CENTRAL BANK OF SRI LANKA  | ANNUAL REPORT 2022
1along with the improvement of the participation of 
women in labour markets as well as the adoption of 
a systematic policy framework for existing safety net 
programmes alongside the gradual improvements to 
income levels.",Fiscal Policy
"The national policy planning mechanism and 
holistic implementation need to be strengthened 
in order to support the country to embark on a 
strong economic recovery and growth.",Fiscal Policy
"A major 
predicament for promoting both domestic and 
foreign investments in the country is the lack of 
policy consistency, which is detrimental to economic and financial decision making and planning ahead 
for businesses.",Fiscal Policy
"As changes in governments often 
bring about major policy reversals, policy formulation needs to be completely detached from political cycles 
to maintain consistency.",Fiscal Policy
"National planning needs to 
be focused on productivity improvements across the 
economy where all resources are optimally utilised.",Fiscal Policy
"A 
national plan needs to be formulated by experts, both in the public and private sectors, in each area and 
be consented to by the Parliament before adoption.",Fiscal Policy
"It 
is also important to develop strategic policy clusters, 
where there exist synergistic outcomes, e.g., a policy 
that recognises the synergies in nutrition agriculture and livestock production, land use, and environmental 
policies with an emphasis on countering the effects 
of climate change that could ensure optimum long 
term outcomes in those areas.",Fiscal Policy
"Also, the export policy 
should be related to the foreign affairs, investment 
promotion, industrial and agricultural policies, while the 
mineral use policy should be related to the industrial policy.",Fiscal Policy
"Over-reliance on few bilateral partners for 
exports, investments, workers’ remittances, and 
foreign funding could give rise to vulnerabilities 
that could have reverberations on foreign policy, 
national security, and the country’s sovereignty at 
large.",International Trade
"An independent policy monitoring mechanism 
should also be in place, where individuals who fail to implement policies to reach desired outcomes are 
held accountable.",Fiscal Policy
"The reliance of the public sector on the 
banking system has continued relentlessly over 
the recent years resulting in the crowding out of private sector investment, increasing inflationary pressures and stresses in the financial system.",Monetary Policy
"Poor fiscal performance and the loss of access 
to external financing amidst sovereign rating 
downgrades, necessitated the Government to seek funding mainly from the Central Bank and state owned commercial banks to finance its budget deficit and debt servicing since the onset of the pandemic.",Fiscal Policy
"Meanwhile, the delayed implementation of regular formula based price revisions of fuel and electricity and legacy issues related to inefficiencies and low productivity have made SOBEs financially weak, thus burdening the government coffers as well as the entire banking system.",Fiscal Policy
"As a result of such sustained financing over the years, the exposure of the banking system to the public sector has increased notably posing risks to the stability of the financial system.",Monetary Policy
"Moreover, rising public sector borrowing requirements have also exerted upward pressures on market interest rates, while excessive public sector financing is likely to be inflationary.",Monetary Policy
"Sizeable funds obtained by the Government through monetary financing and by SOBEs in the form of borrowings, without 
any commensurate improvement in productivity 
and output, will exert upward pressures on prices.",Monetary Policy
"This would, therefore, impale the effectiveness 
of monetary policy, particularly at times when the 
monetary policy stance is tight.",Monetary Policy
"Some of the recent 
remedial measures outlined previously in this Chapter 
are likely to reduce the public sector's reliance on 
the banking system.",Monetary Policy
"Meanwhile, further measures 
could be taken to enhance public sector finances 
and reduce the need for excessive bank financing.",Fiscal Policy
"A performance driven public sector would increase 
productivity and enhance financial feasibility, thereby 
lessening the need for bank financing.",Fiscal Policy
"Meanwhile, leveraging on the improved domestic macroeconomic conditions and the country standing, the Government should actively engage in securing low cost funding",Fiscal Policy
"53
ECONOMIC, PRICE AND FINANCIAL SYSTEM STABILITY, OUTLOOK AND POLICIES
1from other bilateral and multilateral creditors, thereby 
reducing their dependency on the domestic banking 
system for funding.",Fiscal Policy
"Also, SOBEs should seek other 
sources of financing, perhaps even foreign financing 
in the form of investment and project based financing, 
no sooner than when multilateral fundings open up to the Government.",Fiscal Policy
"Alternatively, the Government could 
consider transforming loss-making, yet strategic, 
SOBEs into profit centres through public-private 
partnership (PPP) arrangements, which would bring 
in the management expertise of the private sector,  thereby enhancing the productivity and profitability 
of such SOBEs.",Fiscal Policy
"Further, reducing undue wastage 
and corruption in the public sector and appointing 
qualified and capable officials with experience and 
expertise in those respective fields is necessary.",Fiscal Policy
"As a result of these measures, the public sector’s 
continued dependency on the domestic banking 
system would subside, thereby providing greater 
space and opportunity for such scarce funds in the banking system to be utilised for productive activities 
of the private sector.",Fiscal Policy
"recent experiences of growing vulnerabilities 
in the food supply systems in Sri lanka due to 
ad hoc policy interventions reiterate the need for 
strong commitment of the Government towards 
a coordinated and consistent policy approach 
to resolve issues in the domestic agriculture 
sector and ensure food security of the country.",Fiscal Policy
"Despite the continuous support extended by 
successive governments to the agriculture sector in 
terms of subsidies, especially the fertiliser subsidy, 
guaranteed prices, supply of high yielding varieties as well as agriculture extension services in the 
past several decades with a view to promoting 
its productivity, the country’s agriculture sector 
productivity remains stagnant and vulnerable to both 
climatic and manmade shocks.",Fiscal Policy
"While provisioning of fertiliser subsidies remains a crucial intervention 
in the agricultural sector, it has become a highly 
politically sensitive matter in the country, thereby forcing successive governments to continue such 
policies irrespective of the outcome yielded from such policies.",Fiscal Policy
"Accordingly, there is a growing need to adopt a sustainable and efficient fertiliser policy to prevent the excessive use of chemical fertiliser and promote organic farming, while reducing the burden on the country’s import bill.",Fiscal Policy
"Yet, the abrupt 
ban on chemical fertiliser importation in 2021 had 
devastating impacts on staple food production in the 
country, almost leading to a food crisis in 2022, which 
was further exacerbated by limited food imports 
amidst the dearth of foreign exchange liquidity.",Fiscal Policy
"Nevertheless, after being in force for six months, the fertiliser ban was revoked in identifying the need for the gradual phasing out of inorganic fertiliser use in agriculture.",Fiscal Policy
"Although policies on price controls could play a significant role in ensuring that food remains affordable and accessible to everyone, price controls implemented by the Government showed limited success in easing food price pressures in Sri Lanka amidst the food shortages in 2022, reflecting the lack of coordination among stakeholders and absence of resilient buffer stocks to avert price pressures as well as rising cost elements of food supply resulted from the economic crisis.",Fiscal Policy
"The government paddy purchasing programme, which was carried out during late 2022 to purchase paddy at higher prices to support the farmers, failed to deliver envisaged outcome due to the lack of funds with the Paddy Marketing Board.",Fiscal Policy
"Further, the ban on use of paddy or rice in animal feed production, which aimed at ensuring the high availability of rice for human consumption, had adverse consequences on the poultry sector with limited availability of imported animal feeds.",Fiscal Policy
"This may have partially contributed to 
the exorbitant increase in prices for poultry products, 
in turn affecting the quality of diets, which is a major 
aspect of food security in the country.",Fiscal Policy
"Although the 
Government introduced maximum prices for poultry products to ensure their affordability to the public, resultant poultry product shortage in the market raised concerns about availability.",Fiscal Policy
"54
CENTRAL BANK OF SRI LANKA  | ANNUAL REPORT 2022
1to lapses of ad hoc and fragmented policymaking 
for the agriculture sector, Sri Lanka’s recent 
experiences show that many of the agricultural 
policies implemented have been counterproductive.",Fiscal Policy
"Although Sri Lanka was not fully self sufficient in 
food, the country was not severely threatened by issues of food security in recent decades, in terms 
of food availability, affordability, accessibility  and  
stability.",Fiscal Policy
"Due to successive loss or reduced harvest 
of paddy and vegetables following ad hoc policies 
adopted during 2021-2022, Sri Lanka experienced 
a food insecurity situation which is being continued 
to date at a lower scale.",Fiscal Policy
"This problem needs to be 
addressed in consultation with the farmer community 
and remedied as early as possible given the critical 
importance of food requirements of the country.",Fiscal Policy
"The 
farming community need to be made aware of the 
proposed policies of the Government and be trained 
on agricultural adaptations.",Fiscal Policy
"This alarming status 
of the agricultural sector demands a holistic and sustainable strategy for the agricultural sector with 
enhanced coordination among all agriculture related 
government institutions, private sector stakeholders, 
and farmers to reorient agricultural sector to 
effectively facilitate development and ensure food security.",Fiscal Policy
"Such broad-based policy approach 
should be targeted at solving deep rooted issues 
of low agriculture productivity, high post-harvest 
losses, suboptimal agriculture practices, poor value 
addition, price distortions, and weak marketability of the agriculture produce, thereby enabling the 
formation of a sustainable agriculture sector that is 
capable of generating healthy income levels for the 
stakeholders in the agriculture value chain, while 
ensuring food security and efficient ecosystem 
management of the country.",Fiscal Policy
"Expediting the long overdue factor market 
reforms remains vital in accelerating economic recovery in the aftermath of the crisis and 
fostering growth over the medium term.",Fiscal Policy
"Land 
and labour markets of the country continued to face challenges and limitations with the inflexibility 
of policies and inadequacy of law enforcement in such areas, which have impeded the country's 
ability to seize emerging opportunities in the global market and obstructed the smooth inflow of FDIs.",Fiscal Policy
"In the labour market, existing laws and regulations 
tend to favour the protection of employees.",Fiscal Policy
"This 
could have a negative impact on both utilisation and productivity of the workforce.",Fiscal Policy
"Meanwhile, public sector employment offers attractive employment benefits with a non-contributory pension scheme, which discourages the movement of labour towards more productive sectors and activities.",Fiscal Policy
"Further, persistent rigidities in the labour market, such as absence of flexible working hours and compressed work hours, gender barriers, lack of performance based remuneration packages, skill gaps in the labour force, etc., have largely impacted employability and labour productivity in the country during the past several decades.",Fiscal Policy
"Therefore, urgent action is needed to modernise and liberalise labour market laws and regulations in line with international labour standards, in order to facilitate the revival of the Sri Lankan economy.",Fiscal Policy
"Within this framework, major policy areas for improving labour market functionality include reducing the cost of 
severance and making job termination/switching 
easier, enhancing temporary employment, providing 
flexibility in minimum and statutory retirement ages, 
aligning the retirement age with life expectancy, and 
increasing the employability of females.",Fiscal Policy
"At the same 
time, these regulations should encompass emerging 
areas of employment to match contemporary 
requirements, while necessary impetus, such as 
unemployment insurance schemes, flexible working 
hours, safe public transport, and daycare/childcare, 
should be encouraged to enhance female labour 
force participation.",Fiscal Policy
"Moreover, measures are needed 
to control excessive human capital flight during the crisis, and a review of existing immigration rules is vital to attract global talent and address skill gaps in the country’s labour market.",Fiscal Policy
"55
ECONOMIC, PRICE AND FINANCIAL SYSTEM STABILITY, OUTLOOK AND POLICIES
1also be necessary to focus attention on internal 
and external labour migration issues impacted by the economic downturn, which may result in unintended disruption to family life and migrant health issues.",Fiscal Policy
"The land market faces longstanding bottlenecks due to various complexities, including 
different levels of ownership systems created by 
numerous land laws, the presence of multiple land law enforcement agencies, differences in rules followed by land management related agencies, issues in land titles, and lengthy and inefficient procedures to obtain approvals for utilisation of land in projects.",Fiscal Policy
"Streamlining the legal enforcements pertinent to lands may contribute to simplifying the existing complexities of the land market along with the establishment of a centralised agency to consolidate the functions of various institutions under a single entity to streamline the process and improve efficiency in managing unutilised/unproductively used lands, and lands available for development.",Fiscal Policy
"Further, a centralised digital database of land information that ensures clear and unambiguous ownership may resolve inefficiencies in the land allocation process by improving access to land data, so as to facilitate investments in the country.",Fiscal Policy
"In this regard, the Government’s initiative 
to establish an e-land registry is a commendable 
effort that is expected to ensure convenient, safe, 
and efficient registration of land, while providing 
speedy access to land information and related 
services to necessary parties including government 
agencies, the private sector, and the general public.",Fiscal Policy
"Further, the development of a comprehensive land 
use policy framework and strengthening of the 
land administration systems are also critical for 
the effective functioning of the land market in the 
country.",Fiscal Policy
"Therefore, expediting the implementation 
of long overdue structural reforms in the labour 
and land markets could enhance the allocation and utilisation efficiencies in the factor market, thereby boosting employment, investment, and the overall growth momentum of the economy.Sri lanka has great potential to transform 
its economy towards a digital economy, and rapid adoption of developments on the global digital front remains vital to unlock the gains of the digital age to facilitate the envisaged economic recovery.",Fiscal Policy
"A digital economy represents 
a technology driven economic paradigm, where 
digital technologies are leveraged to improve economic activity, resulting in economy wide efficiencies and growth achieved through increased connectivity and transparency, enhanced convenience for the public, greater efficiency in resource allocation, and real time access to data, enabling evidence based policy responses and speeding up development.",Fiscal Policy
"The digital economy in Sri Lanka is on a gradual rise, witnessing notable strides in software and IT services, e-government services, and fintech via the development of digital infrastructure, with many global companies setting up operations in the field, creating fresh prospects for innovation and entrepreneurship.",Fiscal Policy
"Moreover, the COVID-19 pandemic has accelerated the adoption of digital technology and many businesses and individuals turning to online platforms for work and communication.",Fiscal Policy
"In addition, e-government services have enabled better citizen engagement 
and increased transparency and accountability, 
while fintech has offered opportunities for innovative 
financial services, promoting financial inclusion.",Fiscal Policy
"Meanwhile, digital inclusion in Sri Lanka witnessed 
a progressive transformation with various initiatives 
aimed at providing affordable internet connectivity and 
digital literacy training to underserved communities 
across the country.",Fiscal Policy
"The Government’s initiative 
of the National Digital Transformation Strategy  
(2021-2024), which is based on the three pillars of 
Digital Government, Digital Economy, and Digital 
Services, remains a commendable effort in this 
regard.",Fiscal Policy
"Meanwhile, the enactment of the Personal Data Protection Act, No.",Monetary Policy
"9 of 2022 and initiatives taken to establish a Data Protection Authority, as announced in the Budget 2023, are essential",Fiscal Policy
"56
CENTRAL BANK OF SRI LANKA  | ANNUAL REPORT 2022
1ingredients for digital transformation.",Monetary Policy
"Although 
Sri Lanka has made progress in digitalising the economy, the digital transformation of the country is still in its early stage of development, compared to peer economies, as reflected by the Digital Quality of Life (DQL) Index, where Sri Lanka ranked 89th 
out of 117 countries in 2022 based on various 
criteria, including internet affordability, internet quality, e-government, e-security, and e-commerce.",GDP Growth
"To gather digitalisation momentum, there are still challenges to be overcome with significant room for improvement in many areas.",GDP Growth
"Accordingly, Sri Lanka 
must pursue its efforts to invest in digital infrastructure,  
promote digital literacy and skills development to address the digital divide, and create a supportive regulatory environment that encourages innovation, 
technology transfer and foreign investment, to  
fast-track progress.",Monetary Policy
"Digitalisation provides an 
opportunity for Sri Lanka to address structural 
bottlenecks in its economy, such as poor targeting 
of people under safety nets, challenges in tax 
administration and monitoring, inefficiencies in supply 
channels, barriers to marketing, and coordination and transparency issues within the government sector, while creating numerous prospects for productivity improvement in the human capital of the economy.",GDP Growth
"Further, digitalisation enhances accessibility and facilitates integration into global value chains, ultimately bolstering the country's ability to seize market opportunities and drive economic recovery in the period ahead.",GDP Growth
"Although the Government is driving digital transformation, the private sector bears a significant responsibility in digital development.",International Trade
"This includes investments, innovation, technology transfer and human capital development aimed at bridging various levels of the digital divide to promote widespread digital usage within the society, in line with the evolution of technologies.",Monetary Policy
"Accordingly, a multifaceted, coordinated, and consistent policy approach, with active collaboration among all stakeholders including the Government, regulators, legal authorities, and the private sector, is crucial in developing secure and reliable digital systems, 
which are expected to bridge the current digital 
divide, while simultaneously generating positive 
spillovers to other clusters of economic activities.",Monetary Policy
"It 
would also be necessary to enact the cyber security law, which would help frame appropriate rules and 
regulations to safeguard the wider  financial system.",Monetary Policy
"Striving towards rising from the economic 
crisis and strategising for stability and growth are essential, yet due regard to preserving the 
environment is also vital for ensuring sustainable growth.",Fiscal Policy
"Longstanding environmental issues, such 
as deforestation, the human-elephant conflict, illegal mining, unorganised garbage dumping, carbon emissions, and crop losses due to wildlife and 
weather disruptions, have many socio-economic 
reverberations.",Fiscal Policy
"Evidence shows that Sri Lanka has experienced a significant temperature rise, while 
annual precipitation and consecutive dry days 
have also increased in the recent decades.",GDP Growth
"Several 
international studies have also identified Sri Lanka 
as one of the most vulnerable countries to climate change.",International Trade
"The economy has suffered significantly from 
climate related issues in the past two decades, such as 
floods, droughts, erratic rainfall patterns, heat waves, 
landslides, and pest outbreaks.",GDP Growth
"Rising temperatures 
and ocean acidification affect fish availability, which is 
an important source of proteins for our citizens, while 
also earning export incomes.",International Trade
"Loss of food supply in 
turn leads to inflation, low welfare of the rural farmer 
community, having to expend scarce foreign currency on food importation, and loss of export income from 
agricultural products.",Inflation
"The effects of climate change 
on energy generation have been severe, considering  
Sri Lanka’s high dependence on hydropower  
(33.7 per cent in 2022) and recent changes in rain patterns.",GDP Growth
"This issue is severe when global 
oil prices are high, given Sri Lanka’s persistent 
foreign currency deficiency and energy insecurity.",Unclassified
"Further, over 2 million metric tonnes of coal are 
imported for energy generation annually because",International Trade
"57
ECONOMIC, PRICE AND FINANCIAL SYSTEM STABILITY, OUTLOOK AND POLICIES
1of the inability to increase the share of fuel oils 
used to generate electricity due to foreign currency shortages.",Monetary Policy
"Adverse climate, natural disasters, and pollution have a negative impact on tourism, which is an industry that Sri Lanka is unfortunately heavily reliant on.",GDP Growth
"The Government and the Central Bank 
have been taking several initiatives, lately, to support 
the environmental preservation drive, reduce the adverse impact on the environment from economic activities and direct fund flow to activities that support environmental preservation.",Fiscal Policy
The Central Bank worked with the International Finance Corporation of the World Bank to create a Sustainable Finance Roadmap and Taxonomy.,Monetary Policy
A Climate Prosperity Plan was recently launched.,Fiscal Policy
Improving the country’s economic resilience is also needed to make investments to improve environmental resilience.,Fiscal Policy
"Comprehensive, centralised periodic reporting about  
the environment, covering all aspects of the environment, such as climate, atmospheric warming, forest cover, wildlife, mineral resources, pollution, etc., needs to be made available to the public by an identified authority.",Fiscal Policy
"It can improve awareness among people about environmental concerns, and effectively coordinate policy actions.",Fiscal Policy
"Foreign investments and grants should be enticed in relation 
to environmentally friendly projects and environment 
conservations that would have positive spillovers 
on several sectors, such as renewable energy, 
water management, and garbage management,  
among others.",International Trade
